,restaurantID,name,reviewID,Review Sentiment,rating_y
7089,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,1uVDXuPEi3DPuR3B0zRpUQ,negative,5
7090,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,2CxkFuF3YY5nmPbVMvNNdQ,positive,4
7091,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,2jofXsiTbTAAKBm1PRRUfg,negative,4
7092,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,3eFSJGOL2pUk2-d_b5soHA,negative,4
7093,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,3rT12cMOyh5PMcCl4_I-bA,positive,4
7094,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,4aV69ldx3PXgNSFYrkBTbw,positive,4
7095,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,4NpUgSt1vhvvsMF_Dry_ig,negative,3
7096,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,53mFB1WyC9bLgJOBCBUTsQ,positive,3
7097,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,5um0zT9MmZSeSeEoaTUM6g,positive,4
7098,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,6ohotefQw9agTq5t0nYfDA,negative,4
7099,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,74aqNyFI8zVsin9FJRf0qA,positive,5
7100,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,77RGwCVoR31phVfu5tv-rQ,negative,5
7101,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,7DJx8kE_dBQm5qJxPAYywg,negative,3
7102,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,7hk_kfxUsEZqaw7cbfBZFg,positive,4
7103,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,82956TpsPE6urF9_Ljmkmw,positive,4
7104,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,8IbWkX_RBUUkWGwyTXpp_Q,negative,3
7105,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,9tKDik8_AgKvAIybRuQzRw,negative,4
7106,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,AA1kLy2TIiTRuw1yJ_91oA,positive,3
7107,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,AhMrASiqCBl3-1eYEdRGBg,negative,2
7108,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,aSC3vqfiJaAe9QBfJGkVcA,positive,4
7109,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,B3wjG5jPOR0bjeUt9sQuyw,negative,4
7110,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,b8rxH22CwdRF8qik1i34qA,positive,5
7111,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,bCZw3ThOUp9H3MsIwR46yA,positive,5
7112,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,BKhXBj2LlVA9vAbU4Wy17w,negative,5
7113,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,c3Ll5EFPsLnGS3cOzBG8gw,positive,5
7114,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,cl4KZYp2k7mYLTqs_DIVBw,negative,2
7115,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,coOO1RTnLpCi-IzN_x6MAg,negative,3
7116,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,cx_2ldyURqFIdBdAUFCTGg,negative,4
7117,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,dbgaTimUw2bhGvjDhv-vQw,negative,3
7118,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,dwoYFnaL9uvAy0aQ95FH_g,negative,3
7119,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,ea7eY6OoI5LkuPooYNW8QQ,positive,2
7120,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,Ed_r6mnnmqj19NZ5alwHWg,negative,4
7121,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,EJkPTxo0OSJdn2obrk7PtA,positive,3
7122,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,eKj5yE_9bNDGQSXROZf-AA,positive,5
7123,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,esBBAhy7nwkaS-9BzrN9Nw,positive,3
7124,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,f3qpz9S35DpvJnUFv4FIdg,positive,3
7125,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,fe1oRzyBoKTKEMYb7qEb9g,negative,4
7126,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,FJhlbO8DUKwt1kWbuSsDKA,positive,4
7127,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,fM4j9j7czlfFCQj2CNp4wg,negative,1
7128,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,FT0UXP7eFzAbKN-B9g169g,positive,4
7129,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,FTQorEGsoBU7w0ZNoyzvpA,positive,4
7130,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,G1hWwdJ--M6tx3VdUKeWiA,positive,2
7131,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,G73bUo7N4N3QQSacTvb1rw,positive,3
7132,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,G8oKVIsKG7PMMCBzwixJrw,positive,3
7133,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,gO96vEzF1HEHuCbIgMRe1g,negative,2
7134,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,GQbLHZZrcySMd5CnDPcTbg,positive,3
7135,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,H0v9pFP3f24pkp9Zhy_ylg,negative,4
7136,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,H34rmEDJrxFxFium5ag_yA,negative,2
7137,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,H7oBvyg9mHjUqsUBzfIKeg,negative,2
7138,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,hAH4zZ9BZB9vKFDsMLRYtg,negative,2
7139,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,hAO7ADwkVpJ66xrTJUJc1A,positive,4
7140,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,hAWen6JV2q99eP9M-yVj_Q,positive,4
7141,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,hFTkRDJuRIjYK51bB8STjA,negative,3
7142,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,hJl0W1mPRkON56Pvrje86g,negative,2
7143,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,hK5ggV85KsYcpkXYs4pUow,positive,3
7144,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,hnGAbIt9T8DJDEIaYvEmXA,positive,4
7145,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,IHKk9ltpMdTHg8nIeA1ZNg,positive,4
7146,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,imM4xq0gcR1P_tvhwLbuvw,positive,3
7147,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,J0eccGU87n_XYSKZ5JAFwg,negative,3
7148,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,j0fBF3GU9vMEz0gg_87Yyg,positive,5
7149,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,JBXmtHUzeY5KAAqDEtd9jg,negative,4
7150,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,JcLHklU0hLFPrW-Qzmv6Nw,negative,3
7151,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,JOxJItOfybnJfBBa9fr4Iw,positive,4
7152,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,JpReOJ3BGkVsj4sFOS7nTw,negative,1
7153,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,j_rKws47md7M8DpjM7AHkg,positive,3
7154,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,kEv0_-OyWEk7zlQ89eYOZw,positive,4
7155,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,kVCBYz5khGmBEoBkDw9Zfg,negative,1
7156,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,kviMa3ntJuYRuQepZBPJ4g,positive,4
7157,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,l1b9FTGCv0fyCvltqv4rlw,positive,4
7158,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,LBNr2Fc4Yz_ObkaM1zYYJQ,positive,4
7159,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,lesTGZMuAxhVzHsZayZeFg,positive,4
7160,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,lIYSVvNHScvVgN0CnV6e-w,negative,1
7161,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,LTC_TBK3Y3o3Sl3aabFmMA,positive,4
7162,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,m7qR-5fICnbhO-swNP9VcA,positive,4
7163,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,mc8BuSfnwSC0RmdRtTe8lg,negative,4
7164,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,MNVXO_MarbtTY-eM-5g6GQ,positive,4
7165,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,N7F3K4zVV83Af_7w7S9aSA,negative,1
7166,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,N8HAny1e0jsbtJwIR9EeKg,negative,3
7167,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,Nam6yZa2Ai69uoH9SbCHiA,positive,3
7168,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,nH1kdl1KJOlddPdOfDkOIw,positive,4
7169,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,nkoBQJNwi0nAacIGX_9CAg,positive,2
7170,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,NQrXHPAc2KVw3ruFCVQX3w,positive,4
7171,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,OE5mekZsZyT162wUSw6mgQ,positive,5
7172,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,OhqbY7b47vx8E7iXpiQCAQ,positive,5
7173,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,ORjqI2eStNKPQbhrWMd7Ug,positive,4
7174,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,ORtT1DQMoN61kJ30BJnZIg,positive,4
7175,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,PUbQxdbRtZ3hrLcmS7cO5w,negative,4
7176,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,q68D_1KvC7KKLLdXqgFlJQ,negative,3
7177,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,q7TMBCv4siOkEa86XyN_QA,positive,2
7178,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,Q9V39ICz52GTyN0zk0OP-w,positive,4
7179,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,qC3niGzteoDX76S6kq5W9A,positive,4
7180,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,QEOs8NWNIJHJ-QW8o-Y2xg,positive,3
7181,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,QFTno0NOfytFhFrPs0j4EA,positive,5
7182,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,qPch5FFV2QLIcLiEN9n1bQ,negative,4
7183,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,qrebZFeUrIrInVT1exQBPg,positive,4
7184,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,QS4FvHKN11lkYkTvgdGILA,positive,4
7185,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,qTCHAhmrp5hU45yug_Lrzg,positive,4
7186,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,rb79xyO1x7utiPK_E-XVhw,positive,4
7187,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,RJaRVjFM6DEsm0PNAAdlBw,positive,4
7188,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,rp6pYGpOPFCypxQv1PFWKQ,positive,4
7189,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,RSqvIXnxywbveLSPxZ5L0A,positive,2
7190,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,R_gLRJM65wcJ8MDamS7WWw,positive,5
7191,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,s3O2Gg8k5ZrYnWiZQpcPHQ,positive,5
7192,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,sRnzdFpuXLfZVZmp4mLnIg,negative,1
7193,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,sxLmVPkW3n61ldHIYBwqHQ,negative,5
7194,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,T2RI0KcSn2Cxe5PG-0xztA,positive,5
7195,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,t6qKmMqSZU5LnNe1Ds2h7w,negative,3
7196,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,TCJlYKpV5ySAK0x_e8NlXg,negative,3
7197,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,tk1ltgm2ZNJIEdGOus53Xw,positive,4
7198,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,TPnBvv24T-AWnNvkSN15Eg,positive,4
7199,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,U1UI2DrtRlDkUgrNvCQT_A,negative,4
7200,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,UUispairVWFK2Kn1pN4C1Q,negative,1
7201,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,UzIeehQR901O7c5nU_RWSw,negative,3
7202,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,vcwbIs3HJoz_JnDBpdvtiQ,positive,5
7203,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,VVW7WzngrBXse64jb3zDeA,negative,2
7204,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,W0xe7HZFA-YVOOyrX_0jqA,negative,5
7205,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,wIJlJJZ2dIPiPa078jU4tA,positive,5
7206,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,WnaZG-FY2PnFYHRVRMpr1A,positive,5
7207,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,X1KUYbPqOxrRuCev2RHOPA,positive,4
7208,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,x6FcFbgsy3Ow_6_G_LQTiA,negative,4
7209,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,X9yFEE6uFfZTVgoy_XmwGw,positive,4
7210,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,xMaxFBu_pKX0Rm8wr1ijkg,positive,5
7211,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,xzCnmGIApmY74K31rll4qw,positive,4
7212,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,yaPICzf2C0-zuJk--r7CHg,negative,4
7213,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,ybDKT6z-KjpOXgMPW4wqMA,negative,4
7214,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,yhoSQJcvE_nO6Grr7ibbXg,negative,4
7215,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,YIs3aAZi1Xr2j8phku9SCA,negative,2
7216,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,YLEZQJq03XyLJmWjIcHeEg,positive,4
7217,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,YMNnZ0-L4ibFDShX_NRXtw,negative,2
7218,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,zcZRS5SzqUGxDAo91BfD1A,positive,5
7219,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,zdNfZte2K8PUQc5wztIZnA,positive,4
7220,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,zKqQfmlAiukO1r2ehFLl8g,negative,5
7221,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,ZQzVgd6QgRJ1cQfUJgAd7Q,positive,3
7222,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,Zrx4ESU5K6raPTCGoEjhHw,positive,4
7223,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,ZTGFBWfPuok--T3RBrcSmg,positive,3
7224,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,ZwVRXTY0BE9rxvhtktyW8g,positive,5
7225,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,_2uCV_PWudbGRTLASdaUaA,positive,4
7226,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,_6sqrMqqN2KXl6yHdWFH-Q,negative,2
7227,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,_n6PJPDtWSTjrcUT3fDK2g,positive,4
7228,DF7-E4c3sDhqLJ16uUBTTw,Sugar Bliss Cake Boutique,_Z3j2Dia2T4l6PqlrcWihQ,positive,4
7229,DGd2OyZ-6PBQ6Dyhx1YvLw,Roger Baldwin Foundation of Aclu In,A_OpeZfyXR5xW4i2P7nG0g,positive,5
7230,dghrDvJB7_b5ZDWQi415yw,Artun Travel Corporation,RCJ_pmCPdbAkOQmm2e-VMQ,positive,4
7231,DGwbgm5zfEJZ2UGCahkUtg,"Terrence Tolwin, DDS",gVP9L3K3mnCCDcO-CcGMjg,negative,5
7232,DGwbgm5zfEJZ2UGCahkUtg,"Terrence Tolwin, DDS",IAc22G1WF4yAm5V5XC6Otg,positive,5
7233,DGwbgm5zfEJZ2UGCahkUtg,"Terrence Tolwin, DDS",PQ1Dbtud-1OqP1HZ48rNZg,positive,4
7234,DGwbgm5zfEJZ2UGCahkUtg,"Terrence Tolwin, DDS",ukx6v2HnLsZIKX2DH4BGQw,negative,5
7235,DGwbgm5zfEJZ2UGCahkUtg,"Terrence Tolwin, DDS",_mfnuttlKLBBM3h5qPl4wA,positive,5
7236,dH8TeNMGfrcG1rXINki_XA,Las Vegas Convention & Visitors Authority,bUPRpZlau6y32DRlSYKqDQ,negative,3
7237,diARf6WixT2nsqpxr-io7Q,Ritz Camera,FbzcP5BH56XvTyQSgaZsxQ,negative,3
7238,diARf6WixT2nsqpxr-io7Q,Ritz Camera,iasf9HBrZ5js8GDLqL5zeQ,negative,3
7239,DIrSWKoUA-Wut3FbmBWOkA,Altman's Mens Shoes & Boots,hKBB-ZYK2lCgydbbDLADlg,positive,4
7240,DIrSWKoUA-Wut3FbmBWOkA,Altman's Mens Shoes & Boots,N05YRDlCRueg-kvjlRwH_Q,positive,4
7241,DiuV7R5Eg0qKdRp8JrnXGg,"Richard B Diverde, DDS",8CzUxBrCtmDtd1PBz_xtmw,positive,5
7242,DiuV7R5Eg0qKdRp8JrnXGg,"Richard B Diverde, DDS",csMpFQ6RJNjLLWckpdivdg,negative,5
7243,DiuV7R5Eg0qKdRp8JrnXGg,"Richard B Diverde, DDS",DW7dnMLgiUEiJ6Xq9ySCuw,positive,4
7244,DiuV7R5Eg0qKdRp8JrnXGg,"Richard B Diverde, DDS",_3YuvEI7ayGyG1ixNFAELw,positive,5
7245,DJF60pJfykZCtK0Vj_poaA,Jpmorgan Chase,_AYhEd6GPb2UC8wgyrpp7Q,positive,4
7246,djloNcOAF7ZXmbVBTmz7vg,Hong Kong Cafe,BP8eb4zfHN42n8mNy1lOyQ,negative,3
7247,djloNcOAF7ZXmbVBTmz7vg,Hong Kong Cafe,DOKIcgcHrGqqtx_ev8IIgA,positive,5
7248,djloNcOAF7ZXmbVBTmz7vg,Hong Kong Cafe,GfuONe0R9GNDnlnKn2KumA,positive,4
7249,djloNcOAF7ZXmbVBTmz7vg,Hong Kong Cafe,gmHUqdMi7tSq10jV_OqmHA,positive,3
7250,djloNcOAF7ZXmbVBTmz7vg,Hong Kong Cafe,ibRELcZ68hl9KHFWjBPDiQ,negative,5
7251,djloNcOAF7ZXmbVBTmz7vg,Hong Kong Cafe,jVVSj5wrlAx_ba9yO1j3CA,positive,5
7252,djloNcOAF7ZXmbVBTmz7vg,Hong Kong Cafe,MF2PPaMYsjV_28Yadjr3fg,positive,5
7253,djloNcOAF7ZXmbVBTmz7vg,Hong Kong Cafe,nuxuGZKzaatHHvl1_tIrCw,negative,2
7254,djloNcOAF7ZXmbVBTmz7vg,Hong Kong Cafe,TaK-B1p81RRSE0YLH9p56w,negative,5
7255,djloNcOAF7ZXmbVBTmz7vg,Hong Kong Cafe,xjRvXf8UG1L2lH-ygdAAsQ,negative,2
7256,djloNcOAF7ZXmbVBTmz7vg,Hong Kong Cafe,xpryi2qpRg8ZhBmEEX0kHg,positive,5
7257,DJnCi-19Hr5MqdmDmfD9MQ,AT&T Wireless,dvlCsmv1b7fTp_iBkXToMQ,positive,1
7258,DJnCi-19Hr5MqdmDmfD9MQ,AT&T Wireless,eSVjipmHzVAbT7gBoJKiew,negative,3
7259,DJnCi-19Hr5MqdmDmfD9MQ,AT&T Wireless,IDMsEnv6KINkJunvetb1mA,positive,3
7260,dJXJjmfFabeFd8yh1W92hw,Sassoon Salon,-0JUKnlxzDJy_DNTMUdHWg,negative,4
7261,dJXJjmfFabeFd8yh1W92hw,Sassoon Salon,0O11VMBw5gJulbq4NdycVQ,positive,5
7262,dJXJjmfFabeFd8yh1W92hw,Sassoon Salon,B_oZP45oAeqTbRLeEvVELA,positive,5
7263,dJXJjmfFabeFd8yh1W92hw,Sassoon Salon,ePtBTcXWPBw5e5a6hgwt8A,negative,1
7264,dJXJjmfFabeFd8yh1W92hw,Sassoon Salon,jgsuWMATk3q5xiN51e99rw,negative,5
7265,dJXJjmfFabeFd8yh1W92hw,Sassoon Salon,JolYmY2-7Xt9MGqkiM6gJA,positive,4
7266,dJXJjmfFabeFd8yh1W92hw,Sassoon Salon,k706f-D48kcftKKbz140Tw,negative,5
7267,dJXJjmfFabeFd8yh1W92hw,Sassoon Salon,ZRBchArdoUTgP2uGIBIC2g,negative,5
7268,dJ_GrmA4IO3Jy1mxelyr0A,Dunkin' Donuts,ivlLgKSbqBa8bx1JKFHsGA,negative,3
7269,dKrooQMq0gwDtrvAzfDlog,The Zodiac Room,5VmG7sDmg_r2rPmHYh7ZQg,positive,4
7270,dKrooQMq0gwDtrvAzfDlog,The Zodiac Room,6j4tSgQ4GEqcdr17P0-QKg,positive,4
7271,dKrooQMq0gwDtrvAzfDlog,The Zodiac Room,9TcooOFWx2_aWl1L2EY0ng,negative,4
7272,dKrooQMq0gwDtrvAzfDlog,The Zodiac Room,aa7f-Y_FN3872gFtDkaaIA,positive,4
7273,dKrooQMq0gwDtrvAzfDlog,The Zodiac Room,Ac_2wHrkpP63pt5iEUgKBA,positive,4
7274,dKrooQMq0gwDtrvAzfDlog,The Zodiac Room,c-LD3shWjPEOt5imKMuQ_A,negative,3
7275,dKrooQMq0gwDtrvAzfDlog,The Zodiac Room,ePu15n5LesZu0drGl7ZsBQ,negative,4
7276,DKSWVfRfUav824YuIEfFnw,Dress Barn,-FsuJY8TNsxipnDee4u1Aw,positive,3
7277,DKSWVfRfUav824YuIEfFnw,Dress Barn,46-obI7GEwu9CqPiA8d1bg,positive,4
7278,DKSWVfRfUav824YuIEfFnw,Dress Barn,TGA5TtA9MjUrRqbGbWwmmQ,positive,4
7279,DKSWVfRfUav824YuIEfFnw,Dress Barn,v9wQl0ht4tA5ANcVol5Itw,positive,4
7280,dlQAs-cwYcpLZtuDOn-j0Q,Pockets,1bG3jKkiGKzkGPeQncy3kQ,positive,3
7281,dlQAs-cwYcpLZtuDOn-j0Q,Pockets,5Tsg2JPX2v28s2_oGHfjtA,positive,4
7282,dlQAs-cwYcpLZtuDOn-j0Q,Pockets,66s1SvEei9mAZ8zxwAxtAA,positive,4
7283,dlQAs-cwYcpLZtuDOn-j0Q,Pockets,6eeaPAC-reTH2M9MECiLCA,negative,1
7284,dlQAs-cwYcpLZtuDOn-j0Q,Pockets,A8qJOzCBycGGmm0Au_2naQ,positive,2
7285,dlQAs-cwYcpLZtuDOn-j0Q,Pockets,Bs3q48aCMqkmmNl43R2iWw,negative,2
7286,dlQAs-cwYcpLZtuDOn-j0Q,Pockets,cBYIWHFgVOlcvL28_KMJkg,negative,2
7287,dlQAs-cwYcpLZtuDOn-j0Q,Pockets,dDEedFFvFEtqOCT_uDMbuA,positive,4
7288,dlQAs-cwYcpLZtuDOn-j0Q,Pockets,kggR8e59VQIYC8Gf4QJlzg,positive,4
7289,dlQAs-cwYcpLZtuDOn-j0Q,Pockets,oVlUn5Cvyi6WjdVWaBoHHg,positive,4
7290,dlQAs-cwYcpLZtuDOn-j0Q,Pockets,PJBzsMFQ4gBQTHA-Xxetsg,negative,2
7291,dlQAs-cwYcpLZtuDOn-j0Q,Pockets,ULZlMR0XgwZYRGVWby-tQg,positive,4
7292,dlQAs-cwYcpLZtuDOn-j0Q,Pockets,XH3xIuBQlcDDJfLTfacs1w,positive,4
7293,dlQAs-cwYcpLZtuDOn-j0Q,Pockets,YMhXJmSKGiq5nE8371ayYw,negative,4
7294,DM9ohBqvNJIIWKEs6OZiAw,Windy City Diamonds,7HFg2s75VX9PNKbB3nl8OQ,positive,5
7295,DM9ohBqvNJIIWKEs6OZiAw,Windy City Diamonds,a070UtjvoF20N28NQH_Igg,positive,4
7296,DM9ohBqvNJIIWKEs6OZiAw,Windy City Diamonds,EWMHYvsCzKKHB0deVYaAVw,positive,5
