,restaurantID,rating_y,average sentiments
428,AwvUAybgcaxjmy5GeYSvMQ,3.0,positive
429,Ay1HGCfMznzki1Xg1IePLA,3.6875,negative
430,B2Wgw3j602wu9o1bbdXQNg,2.0,negative
431,B38i592DxtgqOC3-n7bP1A,3.696969696969697,negative
432,B7KHPOGd7bKtZUXzTS8kKg,4.4324324324324325,positive
433,B8scdkaVSwnWeqORgLPhVA,4.0,positive
434,B969YTWurpHafrUMazMZxw,4.0,positive
435,B9XfSKJ3vwbFwn8IxUJccg,4.5,positive
436,BDi1mFX4KjH0fWqpMfcW2Q,4.0,negative
437,BEB7eYric_ab6KVGseD1WA,2.421052631578948,negative
438,BHSJyn_HnqbT5NCzI6Y5ew,3.0,positive
439,BIIePPIF4qMsTfgj5uaG5Q,3.49,positive
440,BJF03kYukVqSD_Q6YalIIA,3.2857142857142856,negative
441,BPg56t_UUCjZCK6i0o6xkQ,3.267676767676768,negative
442,BX6cBHdGLa_1N_9yk-A1Kg,1.0,positive
443,BY4BLBqjvnmxOzCq7HubNA,3.8,positive
444,BYleLXJjgftdVjcLC7R7Ag,5.0,positive
445,BZMOr8NccKwm8SoOEKhuNQ,3.0,negative
446,BZ_M2gUQcq1AICzAIPPHJw,5.0,positive
447,BZaQ8TlSIc4NWF1wPdBL6w,5.0,negative
448,B_tlw2aouzdioOGdV-amCQ,1.0,negative
449,Bbdv_Y4ZuvdTJ4Qfj1F2Pg,5.0,positive
450,BfQXFqVAeI8mI1YkJCDC1A,4.0,negative
451,BgafIDKCk2FBjhmNozYm0A,3.0,negative
452,BhPhzVeLpBQrTIxb9pW_Aw,3.6666666666666665,negative
453,BhQY0rXqmEAuHmOpFZvBZQ,1.0,negative
454,BhnzQNznnPmeqRJWvWfT-A,5.0,negative
455,BiI6_yFzsFySUu44kuo_DQ,3.0,positive
456,BjZ1dWcQOt7w7BsMszxKHA,4.461538461538462,positive
457,BnbURZypzVDFe3abss6nMw,1.0,positive
458,BoN3cdveQRdz3PCP4bv-jg,3.0,negative
459,Bpf0-FR1AW1krzAxAt3C6Q,4.666666666666667,positive
460,BphyZ09tuDuJ7TPr1syPhQ,4.0,positive
461,BrE1-B0e-XEk82MCxtcKkA,5.0,positive
462,BsAVSCMwnW8zUvQlq5DcJg,2.5,positive
463,BsIAGj_TSBotch0F_k6bew,4.85,positive
464,Bsxv6Z8mc6cASwHewdHAUQ,4.65,positive
465,Bt8bjIfRqajkZpOD35lHuA,3.5882352941176467,negative
466,BtK23w89ajCU2KL48aYlCA,5.0,positive
467,BwOxNRVh3HiQp1dQhw4TrQ,2.25,negative
468,Bxv1U36_1V7_ijHA-20j2g,3.333333333333333,positive
469,C0NKUdF2dCfWeT_tPkz8OA,1.0,negative
470,C0f9XbpFuvp_Uz-YwV1NFA,5.0,negative
471,C1UU0TC9SFJxO4nJJG1kRQ,5.0,positive
472,C4X3wf4H_UGReOMcq1NwcA,4.0,negative
473,C4vOSg6AWI5PpTlbYViSYg,4.4444444444444455,positive
474,C7x4BDnSqkVYYVUA2AjzwQ,2.0,positive
475,C8ycApy8b6BvJh39zMZDPA,4.0,negative
476,CAzG37-2AKQ2It-zbPcT9g,4.0,negative
477,CBnS3K69RWfzyaOsPB0SOw,1.0,negative
478,CCFA0feECh-fTCQryh9EdA,4.2,negative
479,CD1bPdi4lLr8gHEdqEfwWA,5.0,positive
480,CGEuI2AOrlm7uGf9XSTh3g,1.5,negative
481,CH3fWCUpdGXcvI-LLB_oBQ,5.0,positive
482,CIdNaZgNsZN-NYDNgkTO_A,3.5,negative
483,CK531JtKB8BUIzzLDAgoWA,4.0,positive
484,CKWbKygeCD4vbGQRd_xrhg,4.0,negative
485,CKkPrpWjk4UCmPd8--gJhA,1.0,negative
486,CLsuTWOWHzs4ws4NDr558A,3.0,positive
487,CMWLbsd_KKKJAQDIYUw5kg,2.0,positive
488,CScWfx3gma8qdR0UrmWsBg,3.5,negative
489,CXWcgEmNQ1zSjiIU9--HOw,5.0,positive
490,C_DfZrAzebMCQOvl7Ajn0w,1.0,negative
491,CbmDIicYRO-Ah9YqcMTq7g,3.0,positive
492,CcF74rXy_MckEcC0oXS_tA,4.538461538461538,negative
493,CfOzZD-lrb6YLN9aKUXhCA,3.6666666666666665,positive
494,Cgp5TC32OpO9Vg3Ak0vnrg,2.523809523809524,negative
495,ChtaxiC3WKWc-JIXi2Yjcw,5.0,positive
496,CiqJMX0NPdu5CGZxoq9fmw,5.0,negative
497,CjpNrMCMOvUOnLhRnCCBcg,4.5,negative
498,CkBkSh2KdwQhkEeIEQKv_w,3.5,positive
499,ClGCvFjdyzSr0L91NBaEtQ,4.0,positive
500,CldLKPhVsZfnRiHndJOxsQ,3.4,positive
501,Cm7HjxpmX61s4fV3QaH8bw,3.1428571428571432,positive
502,CmZPl1DVLHu7r4wvBaskCA,5.0,negative
503,CorBi-hFpMlxjZagwzHJAw,5.0,positive
504,CrgpT9xXUXs7qE_ZnnD5gw,5.0,negative
505,CsDmMv1n9_roBhGmRvk02A,2.88,negative
506,Cuef-qgUs4DB9tKwmynpPQ,2.0,positive
507,CwM3eaZupulhLZzmXqUvKA,2.0,positive
508,CwPi6NVuJIZZx4IBcTekFQ,3.692470837751856,positive
509,Cxn49EZeLTLhyv5BeaHcNA,2.9,negative
510,D0BKmF373uEMzVN8up9wAg,3.7142857142857135,positive
511,D1JmJXybk0GWD9c1f8SSkA,3.0,positive
512,D3tzOb9LneB10eNNooZyBg,2.25,negative
513,D4FI8Wzju2fKrdfXnseFGw,3.5,negative
514,D4tTwfLqr1un9nlcnKELbQ,5.0,negative
515,D6JiMjwm4P1Lry2t_PStRA,5.0,positive
516,D6MWQfG-roA9XOJzZpeSzQ,2.6666666666666665,negative
517,D6S4CAsbUuxXC90_gm22RQ,3.6,negative
518,D6ab-U1SPsNat9XL8j5RJA,3.75,negative
519,D9tRmqYH5zT6qf_lYHna9Q,3.5,negative
520,D9xDOMt3bo0InsJuUHBQEQ,3.0,negative
521,DDMczEYz7dUhGzADHi-RdQ,5.0,positive
522,DEoGiMFuD8c97CRAKqpL0w,5.0,negative
523,DF7-E4c3sDhqLJ16uUBTTw,3.5774647887323945,positive
524,DGd2OyZ-6PBQ6Dyhx1YvLw,5.0,positive
525,DGwbgm5zfEJZ2UGCahkUtg,4.8,positive
526,DIrSWKoUA-Wut3FbmBWOkA,4.0,positive
527,DJF60pJfykZCtK0Vj_poaA,4.0,positive
528,DJnCi-19Hr5MqdmDmfD9MQ,2.333333333333333,positive
529,DKSWVfRfUav824YuIEfFnw,3.75,positive
530,DM9ohBqvNJIIWKEs6OZiAw,4.769230769230768,positive
531,DMPReB9BRW6GCS9sDMql_Q,4.729729729729731,positive
532,DNTObJfENaR9cZTQEUVn_g,3.9166666666666665,negative
533,DNy0sRymG0_nN-9KjU2FFQ,3.2307692307692313,positive
534,DRieUeenzl92TSycW4MaEw,4.0,positive
535,DWRJ-OU-t1Gi1hebNBKMHA,1.5,negative
536,DWmW-2mJGFcushuRM1jQVg,3.333333333333333,negative
537,DYYiDNJg7rQrX01QmU3WKA,5.0,positive
538,DYs1U5lXggLCzEzSX5bsVw,2.0,negative
539,DZ5avkJwD5_e6Gm2PYHXmw,5.0,positive
540,DZhzxc_NReUEnVx0fz_iuw,3.952380952380953,positive
541,D_BsoId1GANxzpr5Ly6HuQ,4.0,negative
542,DakpzC-BIf4Q4tOvUPXBxQ,5.0,negative
543,DiuV7R5Eg0qKdRp8JrnXGg,4.75,positive
544,DuMmceW2bXosAevlUMOV_A,3.1666666666666665,negative
545,DwugY6shrqmzAe4NGgjDyA,4.5769230769230775,positive
546,DxcTQUoY5ue-Q0B9zBDpgQ,1.0,negative
547,DxpU79j-eNj9zlHNGn6vcQ,4.633333333333334,positive
548,DyYDnfJtcXz-y6SutmwgAA,3.0,negative
549,E-9xOANl4ZXBKhGBFCNS_g,3.8947368421052633,positive
550,E6ub9_cNXgeBq3tdNCxjTA,1.0,negative
551,E74hFspKIcrcneV_VUP9NA,4.666666666666667,positive
552,E7qqDy6RFXr34YR5QFPRNQ,1.75,negative
553,E9qgo0AI-MP1iRPq2xPGGA,5.0,positive
554,EAN6sG5tNV8JXab_KgO4pg,4.0,negative
555,EE0vItfhQAnVSzQEHeoIxw,4.0,positive
556,EIaNN8vE9IAv_J1o3avJXA,4.333333333333333,positive
557,ELAeo_uNylQppUm5BDplVw,3.6788990825688073,positive
558,ENfiSGbuKEI0UUKPWPJqtQ,4.2631578947368425,positive
559,EQAXt0ylHgZ4K9gy-ECxRA,2.0,negative
560,ERpI_pVlfwFK7qtHIu9XHQ,5.0,positive
561,ESyDB2ssOvHzMpALZlziiw,3.4,positive
562,ET7tYrUYnnjvDEq7Y293TA,4.111111111111111,positive
563,EUKauPI5hYOJ0J-2DB-C5Q,3.0,negative
564,EVfDdnzukMsSnPxD4gFKWQ,3.0,negative
565,EViM8bvKUwkByw3vRi84DQ,1.0,negative
566,EWEq3kJkBBbttckov6A2VA,3.272727272727273,positive
567,EZvf5KzJtpxYp4LTG2HIMA,5.0,positive
568,E_omJuxH8jSr1ugyifeYzw,2.0,negative
569,EaMEbIx-DTeqnByZI73mMQ,1.0,positive
570,EcV-fa2APc8liAF-3CAAIQ,1.0,negative
571,EgtgJAvBDgbo9i-AYqgDsg,2.0,negative
572,EjcKN0VOdlzK0tyDWQRDdw,3.8571428571428568,positive
573,Ek6Na6DAWd5HM6hZFjoZhA,2.8,positive
574,EmR7qNfeWgsOYhrKxPx0Tg,5.0,negative
575,En7wH6QM_qpJJUsn6TeuTg,3.8181818181818175,positive
576,EqOOUzDVHTh6ALj9hnuqZA,2.6666666666666665,negative
577,EqUoJMUUcfTqFf0-FSp5zA,2.5,negative
578,EsBZdYKI2zfe6c6RWvWWjA,3.333333333333333,negative
579,EuavJJCwwYlgV8e8dTAQHw,5.0,positive
580,EvfP5f3QlTD5sOT00msKhg,4.666666666666667,positive
581,ExMjZMbyQv8My8eWR-0L9Q,5.0,positive
582,Ey66ARHTBSJTQ_Icx3MgLQ,4.0,positive
583,EyDdyspeR0nryPfwi4Lgrw,4.0,positive
584,F1w3zyLaLynT1pPf0n-jsA,4.5,positive
585,F3wOjMvyIyb6Q5LQTzmHiA,2.0,positive
586,F73xWeDRwTl7HnyTt-4Ssw,2.94,negative
587,F92P3lXhbnKxJkZma8BU9Q,3.75,positive
588,FCtwcukjwJXhVcF_8ARmjg,4.75,positive
589,FJCzJIl-Z8BIOFN4tO2U5A,4.0,positive
590,FLpRT64OLTu8TiD_-m9q5w,1.0,negative
591,FLwOlXqp5kvwnii3UQ2rLg,3.0,negative
592,FMwj-CNNLCgJr39nUjNqrw,3.75,positive
593,FRtIYVMJemHI1dEozthimQ,4.363636363636363,positive
594,FSPnOeRkCua_iVdxevAzzA,3.556962025316456,positive
595,FSyTdSzTLQQzvg6R98kcUg,1.0,negative
596,FT66YEeh10BGF-8okXS20w,4.0,positive
597,Fao7_Ku8gO71jzDdYJEZmg,5.0,positive
598,FbkdLXAfRd-c_G0XF5ZHIA,5.0,negative
599,Fd0boo2NJM7W3d4GbjeiuA,3.0,negative
600,FdPEvTeRSQ_ybYaO-zAutA,4.666666666666667,positive
601,FdvDkic01XqyXwEJkC8tBg,3.6666666666666665,positive
602,Fe8sXmiAlZYJa2JVoDfFHg,5.0,negative
603,FeLsm81BBh5hc_60nL6j0A,2.0,negative
604,Fgl04axrbbbEe3ckVx0FVg,3.1666666666666665,positive
605,Fgl6UGBOuVnA-JJ4z06CKQ,4.0,positive
606,Fgr_vkAk87ZXvMPZiVT-4g,3.6666666666666665,negative
607,Fi3Q-cQgYNKQ2MU5ghw2kQ,2.0,negative
608,FiXyTC-66csEnwNV_pd2dQ,3.5,negative
609,FkaJ2slX0XtGJ3UB3F6Olg,5.0,negative
610,FkqjpnGp3zz1DWSJ1J3Rtw,1.0,negative
611,Fm9taVa8HJIwCH1LuWNhGw,2.0,negative
612,Fo9xKM932V5KKr4Ss1EbJQ,3.8,positive
613,Fos7JzYR5NkRMf1EdzK0eA,4.764705882352942,positive
614,FpKLhdfhseoz9-opJZqqow,4.0,negative
615,FpUWl1hCxH-Go_J67Z_TIA,5.0,positive
616,FqYdC0xCTl6dKFWcn3yrtQ,3.75,positive
617,FtHEH8uAV3AQBoHwUw-HfA,3.2222222222222223,positive
618,FvY2gBs_8FsEVbl-zUFkDA,2.8571428571428568,positive
619,FvyAJUEPSBtXYLYeHsrcng,3.0,negative
620,FybqNCHWGhvc3s4i4jUh7g,4.5,positive
621,FzSU6hSnmw9EIGZVhc7gLw,3.0,positive
622,G2NgTsL7YNUVROE0SHLdeA,3.6,positive
623,G2pLMfDJEx_Vf6eSwTKPnQ,5.0,positive
624,G3hvqrDo_Sdq5mrJeiSIaw,4.0,negative
625,G4OqlW6t0NDKPSSYPYdR9g,4.0,positive
626,G5-HZQ4xS9ytCq74iNb0DQ,5.0,positive
627,G6SOtbB7mk_3ePBCquzqiQ,4.833333333333333,positive
628,GBapY3XLkXF4Fy3MinUaRw,1.0,negative
629,GCBnAGTdQdHXuVfXpmAQXQ,3.0,negative
630,GFPK6CK7PMnpgIRbQqJanw,3.1428571428571432,negative
631,GHGpU0tyI6dXGnwtiv4Cnw,4.0,positive
632,GHK0kh__Y9RXF3yfzXN1TA,3.555555555555556,negative
633,GHNQCN1t7TONRNLhB2XBZw,2.142857142857143,negative
634,GJcVSVrqllB6EGOP2Q0y9A,3.0,positive
635,GLNu0E1YjgTi2B5tp_uxNg,5.0,negative
636,GMAiETrL5SqDKpU21dmDWw,3.0,negative
637,GPObp3UxGcrQEhGHZKzwtw,5.0,negative
638,GPdbhW48nofVP492dtmJdw,4.526315789473684,positive
639,GQD7PdHUVyIyMy4MSOC1sQ,5.0,positive
640,GQQyDwC9yeD4raknWhzWnQ,5.0,negative
641,GUpfSp6V89v7nPE_332FhQ,4.5,positive
642,GWLEubx9VPoS44Dfjsae2Q,5.0,positive
643,GZdevx3pW3QFRgIZm-KtUA,3.5063291139240507,positive
644,G_gO10LAC2WzkbWkX_8q8g,4.625,positive
645,G_lyfDU_YAAzGAqWQoP-HQ,4.333333333333333,positive
646,GbeOhvT5BDm0Pdpz4gO_ug,2.5,positive
647,Gc57b2kBfxm-SlOoaMPWPw,1.0,negative
648,GctlGzQQ6LTCvwR5nZAwdQ,3.0,negative
649,GenuE1EFKycx40hPOwIcVg,4.0,negative
650,GiiTjlRjnoa79joXrlZO9A,4.333333333333333,negative
651,Gk2hQCxbreBH9v8Quv0hew,4.5,negative
652,GkPTDjjVRMj1G8-BJkS1Ng,3.7058823529411766,positive
653,GtAvO4mAIiPGnMRuX-TAVQ,4.0,negative
654,Gua4OrHjnnYaMFDgvmIt7w,3.5,positive
655,Gvvzabgu0437UkJST3LLHg,3.0,negative
656,GwQ0WYheEhskGFdSBnb3YQ,5.0,negative
657,Gx2i1Bo3L_oLdofifPIaXA,2.893333333333333,negative
658,GyFaBNaDsEPA2tgWwy6o4Q,5.0,positive
659,Gzl_TZxhFzbIWzHUMe-CXw,4.0,positive
660,H1M_FSQttQJvmQ3GTyCBNw,3.1578947368421053,negative
661,H1pVyEGcgIykZuGZJ8OAgA,5.0,positive
662,H33CtHCGvJm4Zz61WRzEow,5.0,positive
663,HAi3k9o9P6yOwGGuulHEHw,4.5,negative
664,HBDov8XkKrjHnLp97vKbrA,1.0,negative
665,HBvhP7k4EGfTcI88Wg3DXQ,3.727272727272727,negative
666,HDPvTnor09K7poNFg0cKqw,2.0,negative
667,HDfnZVfAzdZ3_B9iRrDRAg,1.0,negative
668,HGlmjnyrFHxacm_gK5nzVg,5.0,positive
669,HIHnt6VYFDJk5evyf9SGyA,3.4406779661016946,negative
670,HJ8gIP4jlcjrSLKTkZbohw,4.130434782608695,positive
671,HK17waspj4xzdiRrWTEUTg,2.7777777777777777,negative
672,HLxEGFpZpUZteStzmaigkw,2.53125,negative
673,HRvdo6JwN-f1Kzwuqla0hA,2.5,negative
674,HScVzkwJe__QWDaoU_Q7dQ,5.0,negative
675,HSoa0_zcR1Ek8HAcwdJNDw,3.0,negative
676,HTBxJPblBauNNCm_qSQjSQ,4.5,positive
677,HTOFpNfbmrL1AqdzlOvB1w,2.6,positive
678,HUCP75ndJsQ-uFuetNG8VA,2.5,negative
679,HUhWYvgTr3hQf5vqlW8jjQ,4.333333333333333,positive
680,HVjgUltrMLAivfhLhcPHhA,3.0,negative
681,HVvqSK8R8McWDESQodLrdw,3.875,positive
682,HWn961vB3Unnsl9hgoVElg,5.0,negative
683,HXBtBOCNIM-0VK9zMqjYwg,3.2093023255813957,negative
684,HXilNqjuyFK_nbHetZObNA,3.8333333333333335,negative
685,HZ2xXev9WCgPpsv5fd1Qcw,2.4444444444444446,negative
686,HZiviYm5cxWql1glfKMz3w,2.6666666666666665,positive
687,H_253MJ9O_3QFInYPVWA6g,3.1538461538461537,negative
688,HbZM4AiFef0Qd875QsVIaw,4.201834862385321,positive
689,HcEGOAVr7NtSZxzzoIbDyA,4.304347826086956,negative
690,HeAzjvJwVzt_5SjUyHnTwg,1.0,negative
691,Heka6aufwZgNmtKG-zrnfA,5.0,negative
692,HgB_Mq3LN5y6TDRgV7ApYg,3.0,negative
693,Hi9Ti19JIio4IjZKxdBZIw,4.5,positive
694,Hih9Wob755IDEQLGs1uzdA,1.0,negative
695,Hk43wVeN9CCjKtTAJhT4oA,2.9285714285714284,negative
696,Ho9LOYC2W5qpP0uIp7DmQg,4.0,negative
697,HpBixiUl3JSlUc-SI_ZzIQ,4.666666666666667,positive
698,Hq5jguzM3mULQJlebVulCQ,5.0,positive
699,HqZ_5ZOOkhsTVHLBAmYy1w,4.0,positive
700,Hr2Mi3E4zk8wajxB2L-dcQ,3.5,negative
701,Hr7CPMigyfXS39whVOtyXw,4.0,positive
702,HsZ4FNQ1o53uDCC1dGu8iw,4.0,negative
703,HwJ3e7RdBGldcUs_qQzkyw,3.0,negative
704,HyAf-KxhUbaY8Izl3CdD9Q,5.0,negative
705,HyodqVykvcnp1-DIoq0CWg,4.0,negative
706,I3OB8R8TtN3dvNoxFUp1jw,1.0,positive
707,I3i279yB1x948IYdwxJqnQ,4.0,positive
708,I42J57kHMtS-2fzuUZP5Hg,4.0,negative
709,I52XuZYccQCChmLOxYFyWA,1.0,negative
710,I5HsGfTzCzyKHP6XL_Dkbw,3.5185185185185186,positive
711,I6aGUbZR5-umEVuBNSqp3g,3.0882352941176467,negative
712,I6fNJOS2Sa2QhSPjH1wSVg,3.928571428571429,negative
713,I7ByrR9WyNO6U1GQR0dmYg,5.0,positive
714,I9-odfGhqygS_wRZH6Qvcg,2.888888888888889,positive
715,IBBvHxdSd5OYoPruY0UfOg,3.0,negative
716,ICmQaht6pCSQ_Iky3arQpA,3.0,positive
717,IDB9V999irLZFxqz43bMAQ,5.0,positive
718,IDSJvCnDS0T6164B95PUog,1.0,negative
719,IEUWh2gAPOjXXGZgXDwkSg,3.625,positive
720,IFEFdmt6B6lvnFXHRNStow,2.0,positive
721,IFrmf-ip4I5U0DjuRQqupw,2.7,negative
722,IIFBHW_U75_o-X2phRUCNw,1.4166666666666667,negative
723,IIvLShjyP6F-DYJ8QAcrZA,3.8260869565217392,positive
724,IK8jWUpshpSSiBrOjJC-Ag,5.0,positive
725,INXUGIdFAvzpGKqpX9jXVQ,5.0,positive
726,IPP2ws0gZRGh52jcJsCKLg,2.6,negative
727,IPPbv5-fyX-BvOC2je9KLQ,5.0,positive
728,IQSdTSf_lYqapnW9LXaI0Q,3.36,positive
729,IQhWLNlHEaTc6-oLR0zRTw,5.0,positive
730,IQoKEl0IXf-mD6xAl6gbng,5.0,negative
731,IS8V9ivSWrmTm8wU-QS0Jg,4.230769230769232,positive
732,ITK4GhjAuzeJAB8RXedQGg,3.0,positive
733,IUXMbGy7VNZI35co_OZcwQ,3.0,negative
734,IWLGlIrX8UjiRzlwqCCc7Q,4.0,positive
735,IY2zuBkaIXlpoIzgWYmzFg,1.5,negative
736,IYQaGmaV6wIxm3DNu8EL0g,4.16,positive
737,IZfiCBUGL0h32C9wLmK2iQ,2.9230769230769234,positive
738,Ic36DStkboIcukk8rw3isA,4.428571428571429,positive
739,Ih_gfTmnqf_Rl3Yzr0sJAQ,3.375,negative
740,IoY7yWBXXpK-547-mh2QMA,2.6,positive
741,IpMo9U-WcRbCAxJRG5LRnA,3.4,positive
742,IsBTQFQxzNQPRdti4JZLoA,5.0,positive
743,IvLSbW_4Cu2ngDcw2Aau3w,2.8571428571428568,negative
744,IvaQMka1Sd_m1JnzL-Je0g,4.5,negative
745,IwMFYvd_LYY8DH5s_goRKg,3.0,positive
746,IwjqbOHroTGIf84Fr9Uxzg,5.0,negative
747,IxuduyUqSXweO__NsrcakA,2.0,negative
748,Iy3EWJcV-OXsg0NqkJlG6w,2.0,negative
749,IzfrEfTilj20WeVW2v6cTA,4.0,positive
750,J-i3frdwkM0prRxH98Zp2Q,4.190476190476192,positive
751,J0DmCPu8iXEyHFwt2pE7ew,5.0,positive
752,J1JJT2MH1eI3P9XMJpT8DQ,3.571428571428572,positive
753,J2CPX8WkSvHFxiLHqzXwvw,4.5,positive
754,J4uI8m5S1Po832OYm9WOsg,3.5,negative
755,J7kQCckuw2rBfTq6GuU29g,2.4,negative
756,JA8YIVhxa5w8nnIolhHQCQ,4.875,negative
757,JCndUTmkHeNzi5j7ylVKAQ,3.5,negative
758,JCtMTpiHSexXQzFbBzaBXA,5.0,positive
759,JE5KJQAdPCdtej9725WUDg,5.0,positive
760,JEAl7tmxI2St0xY-3gC-4Q,4.0,negative
761,JF1adUKdsNebw6-8MABATg,3.608695652173913,positive
762,JFFgxyblHOKbiMgaVSl1Rg,5.0,positive
763,JFRHUluXX2a2JJAcuGjo8A,3.333333333333333,positive
764,JIcqLc42jiiF5DDj1Bbhtg,3.75,negative
765,JJ1yyOKfdF1H5IVUAUL5oA,5.0,positive
766,JMTpfr5ID-jO1PUIFWJPYA,3.0,positive
767,JPEoaXlg-f9eVbxQ9BVNrQ,4.5,positive
768,JPandDiT-oIJ9wsun8K9Og,5.0,positive
769,JXH9qzmaVlzql48kIVucbw,2.6666666666666665,negative
770,JYdgrTSiQepi_YqLx__0qA,4.235294117647058,positive
771,J_Bj4er_CiQPZ3hd4b-CHQ,5.0,negative
772,JbjSNHIcObEFmTSAdfoacw,5.0,positive
773,JdWKoJqJ-oXhMFkCJ_HvOw,2.4,negative
774,Je6lscSmqLp29IC4AyYiCg,3.4444444444444446,positive
775,JffypxMz3Fqs82zmhfRlHQ,4.333333333333333,negative
776,JghGUoSNrKvvilvA1x5LEw,5.0,positive
777,Jgi1sV60-L1-UWXcUmoJAg,4.34375,positive
778,JiiSJzEBK4J16aumI0r1JQ,5.0,negative
779,JntMBuVk3FmZGH7qPB5d4w,2.9354838709677415,positive
780,JoK2Kh99t8HBoiiu7ufrsw,1.0,negative
781,JoRZpU0sP9PBqjr77bS52A,2.0,positive
782,JpiEm9aCfV7owN3cz9VsYw,1.0,negative
783,JvQLQF7tMUYhI6oRJFB0xg,1.0,negative
784,JvVLk1UAUjQipm5VL4Pv0w,5.0,negative
785,JwSpQgmLK-hHb6lNX_WtQQ,2.1666666666666665,negative
786,Jw_CkW3EErBDkoGG8_10VQ,4.0,positive
787,JwnXfTcwyIskzBqAsFI0JQ,3.5,negative
788,JxQb5yNjzXFCUGbNfPODAQ,4.0,positive
789,JzHbxRPZoE4n1Qq8yNU2ag,2.333333333333333,negative
790,Jzt4-3tp0jOgpBcHoFzoaQ,2.142857142857143,negative
791,K1oPjrLkWMxYNDNR-Zh7IQ,3.0,negative
792,KIku0VNJzrrzCiSCTBBNHg,5.0,positive
793,KK1QZ6t4d1nQmikfUR_dwA,1.0,negative
794,KKY9Gtv0DMVUOh6rCg7LhQ,5.0,positive
795,KMzNy0ziNGDUSAschTXB9Q,1.0,negative
796,KPLfcDsc41q8OuuH4Ztq4w,2.0,positive
797,KWo9yASXYlUveU1gcgpkyQ,5.0,positive
798,K_7Y7R3P-cO72vaAvTWdKA,2.0,negative
799,K_O65mv_gdgh9U4M6S7ovg,4.5,negative
800,Karumj1DrAOMxJ7E5zW02w,1.0,positive
801,KbZ9cSMoAIsTWASs6m5mJw,3.8,positive
802,Kc77QYobsr1E4Wc3UOTfBA,4.4,positive
803,KdTYm6S6PyIIEfYHHONZkw,3.5614035087719302,negative
804,Kj7ewmS4epCpobQlvQJIuA,5.0,positive
805,KkzsRED5K04JLpu7HsLqRg,4.0,negative
806,KoTXswYJEnuCBi6cKmH0sw,2.0,positive
807,Ks02TLl-OxNqisQdobQo6Q,4.0,positive
808,KszL5_RXtkgdLY72me-MdQ,1.0,negative
809,Kth7c0KJwvjMTMtZK-5bqg,5.0,negative
810,KtnnU3K3pdTRrvJlt6yPEg,5.0,positive
811,Kv0Vj0v29IbBETETKB1xGA,1.0,positive
812,Kvr-pWphDCPOXuFA-eKOrg,3.0,positive
813,KzKScdvBUFJBapx7myC5sw,5.0,negative
814,KzsssD0-MXw6vEigm7LHFA,5.0,negative
815,L-u-0KVkl8KiK8IwhmejKw,3.6666666666666665,positive
816,L0KwVaOFjEP5u9rZ3HcqhQ,1.0,negative
817,L2tydki-ctG2D8CW6cIjXQ,3.1666666666666665,negative
818,L4dd1ctVWhWKOQ8AV0PLOA,5.0,negative
819,L6JrdlwQuef0PBehsLeSLQ,5.0,positive
820,L8WtXaZr2EBLUwIJ9zyqUQ,3.375,positive
821,LAGftlwqIkRYVRtx_81MOg,3.5,negative
822,LAzr8BZxZFZf5XbfxDi4SQ,4.0,negative
823,LCpwfdf5_kvl36SkZMgAiA,2.6666666666666665,negative
824,LDygC35HK-fiRf88o8N6wA,4.0,positive
825,LE8HOoyEohhOqXUrO7ZIgw,5.0,positive
826,LHmZaK8MIGmAvvhb16XUXA,4.5,positive
827,LHpygzroItKWRslDr-e4-g,3.5,positive
828,LIqtebBW3kVJNzZp6Amozw,4.0,positive
829,LJ4YcF-wRkWpj2g9YbCCdw,5.0,negative
830,LJmpAdStpM_8qXVPJAg0Gw,3.0,positive
831,LLIF1xV2Tf42p9LpEUvmFw,2.8181818181818183,positive
832,LLtKsP190vsJ7ewdOlK5xg,3.772727272727273,negative
833,LM1RkonuVduSCTleRaHEoA,4.0,negative
834,LNtuCsJLk3E9y7I5sd5SjQ,2.96,negative
835,LOYGJpj7i_k2b5Y97RAldQ,5.0,positive
836,LRFClGaQAUKc1Y_nYgAC7Q,5.0,positive
837,LS4L77ouSayCgRlQ6REqzA,5.0,positive
838,LTimTweXc1DKTGe8FU42og,3.5,negative
839,LTpsK89GrjcG8Aagdl-qvg,3.0,negative
840,LVicgKWh4RONp5kjDTiyvQ,3.0,negative
841,LWDE14V751GRgkC391Tl6Q,3.0,negative
842,LWxq_9zOU7jVyq0NdmJNQA,1.0,negative
843,LYioZA2Di7UQicjd6pxWLA,3.8461538461538463,positive
844,LbwKkZG8NzUUZz-ZeUp4LA,2.75,negative
845,Lf9QSvTmQ-giP6XU8iJ_JQ,3.0,negative
846,LhVz6SV5-xPPlvcZ-huczQ,5.0,positive
847,Lih5VgEGoXbohqVlIP_bVg,2.8070175438596485,positive
848,LjxcOvIa4fVe0DJnomOl4w,4.333333333333333,positive
849,LmIRdYWgNivl86l_RvNFoA,3.388888888888889,negative
850,LmLadcexMkHTRBv9fmlGOQ,5.0,positive
851,LoLGMUvvfQBz5z_yw6g6Ew,3.5,negative
852,Lpy0FZGnfHxbNzILnOW_MA,2.0,negative
853,Ls0kJrMmHvG5rLBqy7f1Ig,1.6666666666666667,negative
854,LvpzQgoHseyE-Grcff9Klw,1.0,negative
855,Lxt9rkWaA7hW3MvH2MNFbw,3.5,negative
