County_name,State_name,Pop_5_17,Pop_18_24,Pop_25_44,Pop_45_64,Pop_65,state,county,tract,block group
Cook County,Illinois,423,208,625,364,141,17,031,301600,2
Cook County,Illinois,219,112,202,216,71,17,031,301701,1
Cook County,Illinois,379,132,621,222,64,17,031,301701,2
Cook County,Illinois,131,133,310,259,59,17,031,301701,3
Cook County,Illinois,210,135,257,203,54,17,031,301702,1
Cook County,Illinois,359,27,376,214,132,17,031,301702,2
Cook County,Illinois,160,87,628,274,128,17,031,301702,3
Cook County,Illinois,144,237,178,257,156,17,031,301801,1
Cook County,Illinois,783,186,916,636,180,17,031,301801,2
Cook County,Illinois,152,197,182,139,38,17,031,301802,1
Cook County,Illinois,211,241,224,162,40,17,031,301802,2
Cook County,Illinois,319,40,258,144,34,17,031,301802,3
Cook County,Illinois,305,105,431,279,70,17,031,301803,1
Cook County,Illinois,601,260,838,345,120,17,031,301803,2
Cook County,Illinois,215,131,240,145,48,17,031,301803,3
Cook County,Illinois,43,86,220,197,100,17,031,310200,1
Cook County,Illinois,147,63,379,110,17,17,031,310200,2
Cook County,Illinois,106,125,794,275,96,17,031,310300,1
Cook County,Illinois,179,181,534,246,92,17,031,310400,1
Cook County,Illinois,266,165,528,267,143,17,031,310500,1
Cook County,Illinois,55,349,628,378,353,17,031,310600,1
Cook County,Illinois,253,109,905,234,104,17,031,310600,2
Cook County,Illinois,394,301,796,368,118,17,031,310600,3
Cook County,Illinois,87,131,557,189,193,17,031,310700,1
Cook County,Illinois,192,174,475,191,124,17,031,310800,1
Cook County,Illinois,187,243,382,219,37,17,031,310800,2
Cook County,Illinois,349,158,938,378,189,17,031,310800,3
Cook County,Illinois,331,176,491,305,140,17,031,310900,1
Cook County,Illinois,332,322,568,230,119,17,031,310900,2
Cook County,Illinois,192,96,691,343,93,17,031,310900,3
Cook County,Illinois,82,321,714,881,570,17,031,320100,1
Cook County,Illinois,0,121,1133,354,70,17,031,320100,2
Cook County,Illinois,0,164,739,791,95,17,031,320100,3
Cook County,Illinois,0,294,1451,1098,262,17,031,320100,4
Cook County,Illinois,5,1264,290,358,63,17,031,320400,1
Cook County,Illinois,0,263,1239,222,136,17,031,320600,1
Cook County,Illinois,13,165,1024,674,102,17,031,320600,2
Cook County,Illinois,86,85,2231,448,165,17,031,330100,1
Cook County,Illinois,318,313,2565,575,143,17,031,330100,2
Cook County,Illinois,286,519,2819,1476,894,17,031,330100,3
Cook County,Illinois,95,99,1087,978,109,17,031,330100,4
Cook County,Illinois,63,76,120,183,341,17,031,330200,1
Cook County,Illinois,333,278,1217,790,140,17,031,330200,2
Cook County,Illinois,250,162,487,525,372,17,031,340300,1
Cook County,Illinois,275,250,552,639,132,17,031,340400,1
Cook County,Illinois,139,94,428,343,475,17,031,340500,1
Cook County,Illinois,273,250,170,234,218,17,031,340600,1
Cook County,Illinois,11,208,289,132,55,17,031,350100,1
Cook County,Illinois,45,112,647,223,143,17,031,350100,2
Cook County,Illinois,349,153,180,233,40,17,031,350400,1
Cook County,Illinois,118,21,220,109,109,17,031,351000,1
Cook County,Illinois,77,59,287,249,66,17,031,351000,2
Cook County,Illinois,53,543,950,466,269,17,031,351000,3
Cook County,Illinois,477,321,444,299,106,17,031,351100,1
Cook County,Illinois,0,0,4,0,0,17,031,351100,2
Cook County,Illinois,0,0,0,0,0,17,031,351100,3
Cook County,Illinois,282,143,415,385,152,17,031,351400,1
Cook County,Illinois,0,0,0,0,0,17,031,351500,1
Cook County,Illinois,48,93,94,70,0,17,031,351500,2
Cook County,Illinois,468,197,395,249,118,17,031,360200,1
Cook County,Illinois,328,118,527,544,316,17,031,380100,1
Cook County,Illinois,22,0,129,55,0,17,031,380200,1
Cook County,Illinois,191,19,277,188,715,17,031,380200,2
Cook County,Illinois,143,226,152,214,9,17,031,380500,1
Cook County,Illinois,213,30,237,383,327,17,031,380700,1
Cook County,Illinois,43,38,280,129,108,17,031,381200,1
Cook County,Illinois,245,63,525,303,130,17,031,381200,2
Cook County,Illinois,391,113,617,402,79,17,031,381400,1
Cook County,Illinois,11,3,39,83,42,17,031,381500,1
Cook County,Illinois,0,0,0,0,0,17,031,381700,1
Cook County,Illinois,109,27,362,232,56,17,031,381800,1
Cook County,Illinois,37,58,79,87,68,17,031,381800,2
Cook County,Illinois,94,94,211,218,89,17,031,381900,1
Cook County,Illinois,145,90,110,187,62,17,031,381900,2
Cook County,Illinois,235,74,592,284,69,17,031,390100,1
Cook County,Illinois,197,124,326,324,44,17,031,390200,1
Cook County,Illinois,110,1,275,182,39,17,031,390200,2
Cook County,Illinois,205,88,173,114,226,17,031,390300,1
Cook County,Illinois,376,155,469,394,306,17,031,390300,2
Cook County,Illinois,291,56,291,436,45,17,031,390400,1
Cook County,Illinois,303,67,327,379,400,17,031,390400,2
Cook County,Illinois,191,161,503,475,188,17,031,390500,1
Cook County,Illinois,95,86,98,351,123,17,031,390600,1
Cook County,Illinois,154,95,464,191,130,17,031,390600,2
Cook County,Illinois,13,18,295,340,593,17,031,390700,1
Cook County,Illinois,70,53,249,542,249,17,031,390700,2
Cook County,Illinois,92,872,1215,390,461,17,031,390700,3
Cook County,Illinois,361,81,391,325,171,17,031,400300,1
Cook County,Illinois,276,123,223,283,114,17,031,400400,1
Cook County,Illinois,117,69,135,106,18,17,031,400400,2
Cook County,Illinois,398,105,315,155,151,17,031,400500,1
Cook County,Illinois,296,188,180,291,50,17,031,400500,2
Cook County,Illinois,255,21,241,268,40,17,031,400800,1
Cook County,Illinois,585,272,415,291,150,17,031,400800,2
Cook County,Illinois,85,101,549,82,13,17,031,410100,1
Cook County,Illinois,61,72,231,307,192,17,031,410100,2
Cook County,Illinois,34,305,456,121,60,17,031,410200,1
Cook County,Illinois,106,375,245,295,89,17,031,410500,1
Cook County,Illinois,242,259,609,268,63,17,031,410500,2
Cook County,Illinois,172,239,501,343,178,17,031,410600,1
Cook County,Illinois,124,304,355,128,30,17,031,410600,2
Cook County,Illinois,103,356,811,317,265,17,031,410700,1
Cook County,Illinois,124,246,551,192,91,17,031,410800,1
Cook County,Illinois,145,222,563,423,344,17,031,410800,2
Cook County,Illinois,30,95,233,201,146,17,031,410900,1
Cook County,Illinois,11,58,349,29,61,17,031,410900,2
Cook County,Illinois,168,104,553,477,305,17,031,410900,3
Cook County,Illinois,91,48,365,424,424,17,031,411000,1
Cook County,Illinois,18,268,129,64,110,17,031,411000,2
Cook County,Illinois,0,365,371,464,277,17,031,411000,3
Cook County,Illinois,105,97,394,266,118,17,031,411100,1
Cook County,Illinois,158,313,171,286,205,17,031,411100,2
Cook County,Illinois,182,59,396,327,191,17,031,411200,1
Cook County,Illinois,102,145,141,133,106,17,031,411200,2
Cook County,Illinois,257,48,291,364,186,17,031,420100,1
Cook County,Illinois,291,179,556,298,109,17,031,420200,1
Cook County,Illinois,193,1018,375,322,63,17,031,420300,1
Cook County,Illinois,141,207,492,273,170,17,031,420400,1
Cook County,Illinois,282,59,206,365,196,17,031,420500,1
Cook County,Illinois,241,124,273,207,127,17,031,420500,2
Cook County,Illinois,186,104,180,207,55,17,031,420600,1
Cook County,Illinois,170,107,130,145,195,17,031,420600,2
Cook County,Illinois,68,37,185,289,64,17,031,420700,1
Cook County,Illinois,92,76,91,128,15,17,031,420700,2
Cook County,Illinois,122,37,148,131,141,17,031,420700,3
Cook County,Illinois,146,78,198,126,84,17,031,420700,4
Cook County,Illinois,61,109,77,242,89,17,031,420700,5
Cook County,Illinois,222,235,326,237,98,17,031,420800,1
Cook County,Illinois,300,127,332,187,94,17,031,420800,2
Cook County,Illinois,171,170,182,114,85,17,031,421200,1
Cook County,Illinois,132,32,287,261,121,17,031,421200,2
Cook County,Illinois,96,137,370,105,44,17,031,430101,1
Cook County,Illinois,268,140,268,223,70,17,031,430101,2
Cook County,Illinois,80,308,304,123,49,17,031,430101,3
Cook County,Illinois,305,195,400,272,108,17,031,430101,4
Cook County,Illinois,53,172,729,428,99,17,031,430102,1
Cook County,Illinois,53,45,141,184,68,17,031,430102,2
Cook County,Illinois,182,64,174,318,272,17,031,430102,3
Cook County,Illinois,17,0,57,134,37,17,031,430200,1
Cook County,Illinois,36,63,94,264,27,17,031,430200,2
Cook County,Illinois,200,50,236,353,109,17,031,430200,3
Cook County,Illinois,303,17,374,195,34,17,031,430200,4
Cook County,Illinois,334,181,441,278,253,17,031,430200,5
Cook County,Illinois,271,71,331,318,140,17,031,430300,1
Cook County,Illinois,265,67,143,170,78,17,031,430300,2
Cook County,Illinois,126,42,111,87,21,17,031,430300,3
Cook County,Illinois,184,120,74,312,84,17,031,430400,1
Cook County,Illinois,137,80,167,124,28,17,031,430400,2
Cook County,Illinois,117,122,183,220,53,17,031,430400,3
Cook County,Illinois,172,353,134,291,116,17,031,430400,4
Cook County,Illinois,164,133,275,494,271,17,031,430500,1
Cook County,Illinois,232,155,291,245,97,17,031,430500,2
Cook County,Illinois,281,62,221,202,106,17,031,430500,3
Cook County,Illinois,126,57,108,234,68,17,031,430600,1
Cook County,Illinois,194,154,231,340,94,17,031,430600,2
Cook County,Illinois,87,38,590,513,214,17,031,430700,1
Cook County,Illinois,89,132,301,209,231,17,031,430700,2
Cook County,Illinois,188,18,238,352,71,17,031,430800,1
Cook County,Illinois,50,40,289,239,146,17,031,430800,2
Cook County,Illinois,173,174,214,239,160,17,031,430900,1
Cook County,Illinois,44,57,93,187,68,17,031,430900,2
Cook County,Illinois,396,129,555,487,341,17,031,431200,1
Cook County,Illinois,128,9,255,384,239,17,031,431200,2
Cook County,Illinois,22,17,62,91,25,17,031,431301,1
Cook County,Illinois,304,273,409,233,135,17,031,431301,2
Cook County,Illinois,191,240,249,418,71,17,031,431301,3
Cook County,Illinois,174,162,179,275,167,17,031,431302,1
Cook County,Illinois,173,115,184,160,40,17,031,431302,2
Cook County,Illinois,312,227,530,334,114,17,031,431302,3
Cook County,Illinois,522,192,791,1153,299,17,031,431400,1
Cook County,Illinois,145,42,336,353,328,17,031,431400,2
Cook County,Illinois,245,121,512,471,331,17,031,431400,3
Cook County,Illinois,0,0,97,175,26,17,031,431400,4
Cook County,Illinois,236,271,361,397,102,17,031,440101,1
Cook County,Illinois,297,42,227,304,66,17,031,440101,2
Cook County,Illinois,117,0,85,93,40,17,031,440101,3
Cook County,Illinois,198,25,292,178,133,17,031,440101,4
Cook County,Illinois,243,68,356,306,84,17,031,440102,1
Cook County,Illinois,69,16,109,128,104,17,031,440102,2
Cook County,Illinois,57,20,231,199,63,17,031,440102,3
Cook County,Illinois,83,45,200,307,93,17,031,440102,4
Cook County,Illinois,203,145,330,318,163,17,031,440201,1
Cook County,Illinois,454,77,266,332,244,17,031,440201,2
Cook County,Illinois,100,150,103,215,149,17,031,440201,3
Cook County,Illinois,410,248,752,424,76,17,031,440201,4
Cook County,Illinois,199,261,409,308,170,17,031,440202,1
Cook County,Illinois,58,106,170,425,484,17,031,440202,2
Cook County,Illinois,224,22,134,249,143,17,031,440202,3
Cook County,Illinois,101,217,213,184,119,17,031,440300,1
Cook County,Illinois,164,0,256,632,263,17,031,440300,2
Cook County,Illinois,97,0,221,167,163,17,031,440300,3
Cook County,Illinois,114,138,169,253,184,17,031,440300,4
Cook County,Illinois,114,23,185,228,168,17,031,440300,5
Cook County,Illinois,62,69,90,263,222,17,031,440600,1
Cook County,Illinois,304,163,338,442,118,17,031,440600,2
Cook County,Illinois,175,76,156,186,118,17,031,440700,1
Cook County,Illinois,43,49,184,314,184,17,031,440700,2
Cook County,Illinois,111,53,209,310,81,17,031,440800,1
Cook County,Illinois,338,87,391,184,99,17,031,440800,2
Cook County,Illinois,97,72,206,164,137,17,031,440900,1
Cook County,Illinois,162,30,147,154,160,17,031,440900,2
Cook County,Illinois,191,45,209,296,150,17,031,440900,3
Cook County,Illinois,178,95,557,384,252,17,031,450300,1
Cook County,Illinois,50,60,112,199,178,17,031,450300,2
Cook County,Illinois,132,57,183,305,228,17,031,450300,3
Cook County,Illinois,84,35,148,103,98,17,031,450300,4
Cook County,Illinois,92,60,225,256,99,17,031,460100,1
Cook County,Illinois,239,118,361,198,41,17,031,460100,2
Cook County,Illinois,284,62,194,92,21,17,031,460100,3
Cook County,Illinois,147,69,185,201,176,17,031,460100,4
Cook County,Illinois,216,148,211,221,31,17,031,460200,1
Cook County,Illinois,326,162,464,264,136,17,031,460200,2
Cook County,Illinois,147,287,302,349,107,17,031,460301,1
Cook County,Illinois,79,33,236,274,93,17,031,460301,2
Cook County,Illinois,296,166,263,221,31,17,031,460301,3
Cook County,Illinois,151,138,224,206,34,17,031,460302,1
Cook County,Illinois,62,90,139,103,45,17,031,460302,2
Cook County,Illinois,159,32,181,184,78,17,031,460302,3
Cook County,Illinois,297,115,343,324,204,17,031,460302,4
Cook County,Illinois,68,92,132,366,172,17,031,460400,1
Cook County,Illinois,158,62,234,220,124,17,031,460400,2
Cook County,Illinois,46,40,36,280,172,17,031,460400,3
Cook County,Illinois,199,122,177,249,150,17,031,460400,4
Cook County,Illinois,0,15,49,83,153,17,031,460500,1
Cook County,Illinois,61,69,72,215,258,17,031,460500,2
Cook County,Illinois,159,150,189,212,267,17,031,460500,3
Cook County,Illinois,217,0,161,274,84,17,031,460500,4
Cook County,Illinois,30,77,59,210,116,17,031,460500,5
Cook County,Illinois,148,38,153,237,84,17,031,460500,6
Cook County,Illinois,75,100,99,331,260,17,031,460500,7
Cook County,Illinois,195,166,258,333,88,17,031,460600,1
Cook County,Illinois,559,70,372,71,28,17,031,460700,1
Cook County,Illinois,231,128,388,107,97,17,031,460700,2
Cook County,Illinois,165,89,183,152,46,17,031,460700,3
Cook County,Illinois,314,176,355,348,563,17,031,461000,1
Cook County,Illinois,140,80,187,395,127,17,031,470100,1
Cook County,Illinois,492,229,291,417,344,17,031,470100,2
Cook County,Illinois,75,58,195,272,236,17,031,480100,1
Cook County,Illinois,117,55,152,330,354,17,031,480100,2
Cook County,Illinois,95,35,132,188,149,17,031,480200,1
Cook County,Illinois,78,43,134,221,176,17,031,480200,2
Cook County,Illinois,180,51,221,166,223,17,031,480300,1
Cook County,Illinois,55,35,54,147,66,17,031,480300,2
Cook County,Illinois,43,0,109,129,287,17,031,480400,1
Cook County,Illinois,110,114,52,168,63,17,031,480400,2
Cook County,Illinois,197,180,236,433,252,17,031,480400,3
Cook County,Illinois,266,0,359,357,234,17,031,480400,4
Cook County,Illinois,63,30,226,171,140,17,031,480400,5
Cook County,Illinois,82,50,129,346,332,17,031,480400,6
Cook County,Illinois,212,40,146,313,271,17,031,480400,7
Cook County,Illinois,166,62,182,317,144,17,031,480500,1
Cook County,Illinois,95,137,246,164,210,17,031,480500,2
Cook County,Illinois,360,125,293,211,151,17,031,480500,3
Cook County,Illinois,236,203,164,571,226,17,031,490300,1
Cook County,Illinois,204,40,300,208,105,17,031,490300,2
Cook County,Illinois,179,70,221,268,197,17,031,490400,1
Cook County,Illinois,183,343,188,264,74,17,031,490500,1
Cook County,Illinois,210,140,239,431,350,17,031,490500,2
Cook County,Illinois,234,130,233,442,306,17,031,490600,1
Cook County,Illinois,75,49,52,168,133,17,031,490700,1
Cook County,Illinois,192,103,240,246,98,17,031,490700,2
Cook County,Illinois,289,143,337,339,331,17,031,490700,3
Cook County,Illinois,47,43,118,307,182,17,031,490800,1
Cook County,Illinois,150,46,206,217,209,17,031,490800,2
Cook County,Illinois,133,79,176,308,116,17,031,490800,3
Cook County,Illinois,139,44,180,109,81,17,031,490800,4
Cook County,Illinois,173,116,138,97,169,17,031,490800,5
Cook County,Illinois,269,45,585,553,168,17,031,490901,1
Cook County,Illinois,201,91,143,372,264,17,031,490901,2
Cook County,Illinois,97,163,230,277,164,17,031,490901,3
Cook County,Illinois,195,110,362,343,235,17,031,490902,1
Cook County,Illinois,437,168,469,782,266,17,031,490902,2
Cook County,Illinois,29,91,128,248,259,17,031,490902,3
Cook County,Illinois,238,54,266,231,209,17,031,490902,4
Cook County,Illinois,132,160,211,23,63,17,031,491000,1
Cook County,Illinois,350,47,168,213,123,17,031,491000,2
Cook County,Illinois,30,39,108,117,75,17,031,491000,3
Cook County,Illinois,227,271,184,248,137,17,031,491000,4
Cook County,Illinois,507,248,396,449,138,17,031,491000,5
Cook County,Illinois,173,72,213,151,77,17,031,491100,1
Cook County,Illinois,233,23,232,143,175,17,031,491100,2
Cook County,Illinois,282,109,280,246,155,17,031,491100,3
Cook County,Illinois,126,11,262,265,397,17,031,491100,4
Cook County,Illinois,113,25,200,239,227,17,031,491100,5
Cook County,Illinois,267,76,505,245,136,17,031,491200,1
Cook County,Illinois,37,108,167,144,143,17,031,491200,2
Cook County,Illinois,111,100,133,207,172,17,031,491200,3
Cook County,Illinois,162,82,105,123,88,17,031,491300,1
Cook County,Illinois,147,46,137,177,62,17,031,491300,2
Cook County,Illinois,103,63,199,239,56,17,031,491300,3
Cook County,Illinois,50,44,111,145,94,17,031,491300,4
Cook County,Illinois,60,54,151,210,64,17,031,491400,1
Cook County,Illinois,179,112,163,227,78,17,031,491400,2
Cook County,Illinois,137,91,287,361,227,17,031,491400,3
Cook County,Illinois,67,104,225,123,218,17,031,500100,1
Cook County,Illinois,46,0,201,215,92,17,031,500100,2
Cook County,Illinois,47,41,288,134,136,17,031,500100,3
Cook County,Illinois,245,89,315,291,323,17,031,500100,4
Cook County,Illinois,239,127,417,252,194,17,031,500200,1
Cook County,Illinois,117,103,86,219,60,17,031,500200,2
Cook County,Illinois,155,21,322,125,64,17,031,500300,1
Cook County,Illinois,46,63,162,427,81,17,031,500300,2
Cook County,Illinois,437,68,408,262,90,17,031,510100,1
Cook County,Illinois,382,341,642,464,169,17,031,510100,2
Cook County,Illinois,79,95,201,182,60,17,031,510200,1
Cook County,Illinois,272,43,260,307,161,17,031,510200,2
Cook County,Illinois,173,124,279,378,140,17,031,510200,3
Cook County,Illinois,385,88,232,446,428,17,031,510300,1
Cook County,Illinois,268,119,355,283,182,17,031,510300,2
Cook County,Illinois,153,47,74,193,155,17,031,510300,3
Cook County,Illinois,246,308,532,820,328,17,031,510300,4
Cook County,Illinois,583,182,537,431,216,17,031,520100,1
Cook County,Illinois,155,75,219,55,25,17,031,520200,1
Cook County,Illinois,295,177,557,163,122,17,031,520200,2
Cook County,Illinois,462,27,344,299,99,17,031,520200,3
Cook County,Illinois,556,131,437,233,98,17,031,520300,1
Cook County,Illinois,557,187,637,457,118,17,031,520300,2
Cook County,Illinois,189,76,400,210,153,17,031,520300,3
Cook County,Illinois,550,211,497,365,136,17,031,520300,4
Cook County,Illinois,336,21,360,226,15,17,031,520400,1
Cook County,Illinois,150,117,264,214,211,17,031,520400,2
Cook County,Illinois,87,134,242,375,102,17,031,520400,3
Cook County,Illinois,264,41,311,115,61,17,031,520400,4
Cook County,Illinois,88,167,147,242,44,17,031,520500,1
Cook County,Illinois,334,214,512,631,323,17,031,520500,2
Cook County,Illinois,301,95,468,377,221,17,031,520500,3
Cook County,Illinois,708,171,842,590,419,17,031,520600,1
Cook County,Illinois,360,128,428,340,142,17,031,530100,1
Cook County,Illinois,127,148,247,166,175,17,031,530100,2
Cook County,Illinois,256,57,308,285,82,17,031,530200,1
Cook County,Illinois,550,204,290,126,101,17,031,530200,2
Cook County,Illinois,153,95,194,122,115,17,031,530200,3
Cook County,Illinois,418,188,403,151,161,17,031,530200,4
Cook County,Illinois,339,137,318,189,129,17,031,530200,5
Cook County,Illinois,168,54,232,76,65,17,031,530300,1
Cook County,Illinois,229,78,126,263,85,17,031,530300,2
Cook County,Illinois,94,125,118,316,266,17,031,530300,3
Cook County,Illinois,234,206,211,488,404,17,031,530300,4
Cook County,Illinois,274,109,239,317,140,17,031,530400,1
Cook County,Illinois,100,60,257,276,134,17,031,530400,2
Cook County,Illinois,357,211,313,371,89,17,031,530501,1
Cook County,Illinois,130,379,347,261,114,17,031,530501,2
Cook County,Illinois,324,49,196,218,173,17,031,530501,3
Cook County,Illinois,357,44,390,261,190,17,031,530501,4
Cook County,Illinois,259,130,289,333,378,17,031,530502,1
Cook County,Illinois,255,48,354,314,335,17,031,530503,1
Cook County,Illinois,388,169,414,625,342,17,031,530503,2
Cook County,Illinois,481,352,470,608,291,17,031,530503,3
Cook County,Illinois,161,156,287,366,119,17,031,530600,1
Cook County,Illinois,240,0,240,225,98,17,031,530600,2
Cook County,Illinois,178,103,309,222,56,17,031,530600,3
Cook County,Illinois,519,244,325,268,111,17,031,540101,1
Cook County,Illinois,239,16,143,53,24,17,031,540101,2
Cook County,Illinois,618,168,319,113,44,17,031,540101,3
Cook County,Illinois,22,8,90,0,0,17,031,540101,4
Cook County,Illinois,136,70,217,119,40,17,031,540102,1
Cook County,Illinois,748,312,479,261,69,17,031,540102,2
Cook County,Illinois,154,67,111,104,120,17,031,540102,3
Cook County,Illinois,211,95,421,294,217,17,031,550100,1
Cook County,Illinois,75,58,111,327,126,17,031,550100,2
Cook County,Illinois,145,113,414,394,193,17,031,550100,3
Cook County,Illinois,320,156,441,231,75,17,031,550100,4
Cook County,Illinois,93,33,85,220,142,17,031,550100,5
Cook County,Illinois,370,75,494,342,281,17,031,550100,6
Cook County,Illinois,522,110,474,476,291,17,031,550200,1
Cook County,Illinois,93,91,159,314,62,17,031,550200,2
Cook County,Illinois,230,80,313,307,182,17,031,560100,1
Cook County,Illinois,23,8,42,32,38,17,031,560200,1
Cook County,Illinois,0,0,9,14,9,17,031,560200,2
Cook County,Illinois,312,91,456,310,335,17,031,560200,3
Cook County,Illinois,413,175,577,396,129,17,031,560300,1
Cook County,Illinois,184,99,350,417,232,17,031,560300,2
Cook County,Illinois,329,140,380,335,122,17,031,560400,1
Cook County,Illinois,304,176,411,232,225,17,031,560700,1
Cook County,Illinois,254,176,633,565,296,17,031,560700,2
Cook County,Illinois,210,181,393,334,81,17,031,560800,1
Cook County,Illinois,111,192,265,369,239,17,031,560800,2
Cook County,Illinois,174,190,275,360,166,17,031,560800,3
Cook County,Illinois,31,71,165,297,157,17,031,560800,4
Cook County,Illinois,224,110,446,281,203,17,031,560800,5
Cook County,Illinois,241,98,372,446,171,17,031,560900,1
Cook County,Illinois,91,60,71,223,104,17,031,560900,2
Cook County,Illinois,23,36,137,237,140,17,031,560900,3
Cook County,Illinois,311,104,419,410,84,17,031,560900,4
Cook County,Illinois,187,15,264,163,138,17,031,560900,5
Cook County,Illinois,62,39,199,175,94,17,031,560900,6
Cook County,Illinois,415,83,404,288,96,17,031,561000,1
Cook County,Illinois,84,40,165,182,15,17,031,561000,2
Cook County,Illinois,92,94,163,222,189,17,031,561000,3
Cook County,Illinois,100,28,112,245,67,17,031,561000,4
Cook County,Illinois,136,93,253,343,68,17,031,561000,5
Cook County,Illinois,37,50,138,224,277,17,031,561000,6
Cook County,Illinois,115,91,201,165,94,17,031,561100,1
Cook County,Illinois,81,135,174,370,106,17,031,561100,2
Cook County,Illinois,184,22,241,89,168,17,031,561100,3
Cook County,Illinois,258,176,229,412,219,17,031,561100,4
Cook County,Illinois,176,60,310,273,268,17,031,561100,5
Cook County,Illinois,69,93,283,255,94,17,031,561100,6
Cook County,Illinois,201,133,527,301,83,17,031,570100,1
Cook County,Illinois,284,156,552,476,338,17,031,570200,1
Cook County,Illinois,374,244,466,314,97,17,031,570300,1
Cook County,Illinois,330,31,263,153,95,17,031,570300,2
Cook County,Illinois,338,271,443,405,109,17,031,570300,3
Cook County,Illinois,494,247,579,369,86,17,031,570300,4
Cook County,Illinois,330,88,378,199,108,17,031,570400,1
Cook County,Illinois,56,109,221,127,33,17,031,570400,2
Cook County,Illinois,146,169,379,195,221,17,031,570500,1
Cook County,Illinois,195,164,473,268,103,17,031,570500,2
Cook County,Illinois,441,390,482,365,110,17,031,580100,1
Cook County,Illinois,264,108,311,405,97,17,031,580100,2
Cook County,Illinois,477,179,446,276,97,17,031,580200,1
Cook County,Illinois,335,132,502,360,72,17,031,580200,2
Cook County,Illinois,515,248,721,415,155,17,031,580300,1
Cook County,Illinois,275,66,460,335,56,17,031,580400,1
Cook County,Illinois,231,74,287,159,43,17,031,580400,2
Cook County,Illinois,165,101,463,257,61,17,031,580400,3
Cook County,Illinois,86,29,186,148,77,17,031,580400,4
Cook County,Illinois,176,203,380,213,113,17,031,580501,1
Cook County,Illinois,88,106,241,103,102,17,031,580501,2
Cook County,Illinois,200,511,436,379,99,17,031,580501,3
Cook County,Illinois,122,166,425,391,88,17,031,580501,4
Cook County,Illinois,171,118,509,435,157,17,031,580502,1
Cook County,Illinois,285,215,318,202,47,17,031,580502,2
Cook County,Illinois,482,271,595,520,128,17,031,580502,3
Cook County,Illinois,409,125,293,180,25,17,031,580600,1
Cook County,Illinois,310,139,444,241,132,17,031,580600,2
Cook County,Illinois,293,150,453,252,77,17,031,580600,3
Cook County,Illinois,567,318,572,234,89,17,031,580600,4
Cook County,Illinois,151,73,223,111,34,17,031,580700,1
Cook County,Illinois,1213,392,1194,652,221,17,031,580700,2
Cook County,Illinois,489,138,431,333,92,17,031,580700,3
Cook County,Illinois,375,145,551,282,49,17,031,580800,1
Cook County,Illinois,275,151,617,462,193,17,031,590500,1
Cook County,Illinois,421,114,526,294,48,17,031,590600,1
Cook County,Illinois,318,100,367,289,121,17,031,590600,2
Cook County,Illinois,283,62,434,245,95,17,031,590600,3
Cook County,Illinois,224,191,486,286,125,17,031,590700,1
Cook County,Illinois,433,186,537,336,65,17,031,590700,2
Cook County,Illinois,208,217,444,483,198,17,031,600400,1
Cook County,Illinois,132,96,299,411,152,17,031,600400,2
Cook County,Illinois,239,413,474,404,175,17,031,600400,3
Cook County,Illinois,402,263,369,482,239,17,031,600600,1
Cook County,Illinois,67,33,342,206,39,17,031,600600,2
Cook County,Illinois,284,153,329,265,72,17,031,600700,1
Cook County,Illinois,167,127,321,382,171,17,031,600700,2
Cook County,Illinois,200,107,288,151,44,17,031,600900,1
Cook County,Illinois,118,20,209,217,55,17,031,600900,2
Cook County,Illinois,83,122,337,166,59,17,031,600900,3
Cook County,Illinois,144,148,345,376,100,17,031,600900,4
Cook County,Illinois,454,255,745,454,134,17,031,610300,1
Cook County,Illinois,379,201,605,295,69,17,031,610300,2
Cook County,Illinois,261,191,530,275,26,17,031,610300,3
Cook County,Illinois,307,169,554,266,96,17,031,610400,1
Cook County,Illinois,284,228,376,498,54,17,031,610800,1
Cook County,Illinois,355,117,276,226,50,17,031,611000,1
Cook County,Illinois,204,131,243,211,93,17,031,611100,1
Cook County,Illinois,95,70,96,128,20,17,031,611100,2
Cook County,Illinois,321,89,318,178,56,17,031,611100,3
Cook County,Illinois,200,88,224,139,37,17,031,611200,1
Cook County,Illinois,296,203,485,290,57,17,031,611200,2
Cook County,Illinois,89,44,217,149,76,17,031,611300,1
Cook County,Illinois,395,177,364,182,32,17,031,611300,2
Cook County,Illinois,327,202,331,165,49,17,031,611300,3
Cook County,Illinois,454,173,515,254,91,17,031,611400,1
Cook County,Illinois,261,87,383,106,32,17,031,611400,2
Cook County,Illinois,285,195,356,278,29,17,031,611400,3
Cook County,Illinois,366,200,282,159,19,17,031,611500,1
Cook County,Illinois,333,192,479,287,386,17,031,611500,2
Cook County,Illinois,198,110,351,225,21,17,031,611600,1
Cook County,Illinois,160,298,104,304,55,17,031,611600,2
Cook County,Illinois,137,131,126,225,29,17,031,611700,1
Cook County,Illinois,21,13,19,43,9,17,031,611700,2
Cook County,Illinois,159,14,200,119,5,17,031,611700,3
Cook County,Illinois,449,100,564,306,14,17,031,611800,1
Cook County,Illinois,111,107,153,129,53,17,031,611800,2
Cook County,Illinois,400,196,366,287,109,17,031,611900,1
Cook County,Illinois,159,108,131,121,34,17,031,611900,2
Cook County,Illinois,196,47,158,109,50,17,031,612000,1
Cook County,Illinois,161,173,219,238,101,17,031,612000,2
Cook County,Illinois,241,220,238,270,158,17,031,612100,1
